frame,mame_signature,native_signature,course_index,course_state,course_offset,activation_8_8,match
1298,large[2700 x=6820],large[2700 x=6820],02,f4,5e,5ea0,1
1299,large[2700 x=68d0],large[2700 x=68d0],02,f4,5e,5f50,1
1300,large[2700 x=6980],large[2700 x=6980],02,f4,5e,6000,1
1301,large[2700 x=6a30],large[2700 x=6a30],02,f4,5e,60b0,1
1302,large[2700 x=6ae0],large[2700 x=6ae0],02,f4,5e,6160,1
1303,large[2700 x=6b90],large[2700 x=6b90],02,f4,5e,6210,1
1304,large[2700 x=6c40],large[2700 x=6c40],02,f4,5e,62c0,1
1305,large[2700 x=6cf0],large[2700 x=6cf0],02,f4,5e,6370,1
1306,large[2700 x=6da0],large[2700 x=6da0],02,f4,5e,6420,1
1307,large[2700 x=6e50],large[2700 x=6e50],02,f4,5e,64d0,1
1308,large[2700 x=6f00],large[2700 x=6f00],02,f4,5e,6580,1
1309,large[2700 x=6fb0],large[2700 x=6fb0],02,f4,5e,6630,1
1310,large[2700 x=7060],large[2700 x=7060],02,f4,5e,66e0,1
1311,large[2700 x=7110],large[2700 x=7110],02,f4,5e,6790,1
1312,large[2700 x=71c0],large[2700 x=71c0],02,f4,5e,6840,1
1313,large[2700 x=7270],large[2700 x=7270],02,f4,5e,68f0,1
1314,large[2700 x=7320],large[2700 x=7320],02,f4,5e,69a0,1
1315,large[2700 x=73d0],large[2700 x=73d0],02,f4,5e,6a50,1
1316,large[2700 x=7480],large[2700 x=7480],02,f4,5e,6b00,1
1317,large[2700 x=7530],large[2700 x=7530],02,f4,5e,6bb0,1
1318,large[2700 x=75e0],large[2700 x=75e0],02,f4,5e,6c60,1
1319,large[2700 x=7690],large[2700 x=7690],02,f4,5e,6d10,1
1320,large[2700 x=7740],large[2700 x=7740],02,f4,5e,6dc0,1
1321,large[2700 x=77f0],large[2700 x=77f0],02,f4,5e,6e70,1
1322,large[2700 x=7770],large[2700 x=7770],02,f4,5e,6df0,1
1323,large[2700 x=76f0],large[2700 x=76f0],02,f4,5e,6d70,1
1324,large[2700 x=74f0],large[2700 x=74f0],02,f4,5e,6b70,1
1325,large[2700 x=72f0],large[2700 x=72f0],02,f4,5e,6970,1
1326,large[2700 x=70f0],large[2700 x=70f0],02,f4,5e,6770,1
1327,large[2700 x=6ef0],large[2700 x=6ef0],02,f4,5e,6570,1
1328,large[2700 x=6cf0],large[2700 x=6cf0],02,f4,5e,6370,1
1329,large[2700 x=6af0],large[2700 x=6af0],02,f4,5e,6170,1
1330,large[2700 x=68f0],large[2700 x=68f0],02,f4,5e,5f70,1
1331,large[2700 x=66f0],large[2700 x=66f0],02,f4,5e,5d70,1
1332,large[2700 x=64f0],large[2700 x=64f0],02,f4,5e,5b70,1
1333,large[2700 x=62f0],large[2700 x=62f0],02,f4,5e,5970,1
1334,large[2700 x=60f0],large[2700 x=60f0],02,f4,5e,5770,1
1335,large[2700 x=5ef0],large[2700 x=5ef0],02,f4,5e,5570,1
1336,large[2700 x=5cf0],large[2700 x=5cf0],02,f4,5e,5370,1
1337,large[2700 x=5af0],large[2700 x=5af0],02,f4,5e,5170,1
1338,large[2700 x=58f0],large[2700 x=58f0],02,f4,5e,4f70,1
1339,large[2700 x=56f0],large[2700 x=56f0],02,f4,5e,4d70,1
1340,large[2700 x=54f0],large[2700 x=54f0],02,f4,5e,4b70,1
1341,large[2700 x=52f0],large[2700 x=52f0],02,f4,5e,4970,1
1342,large[2700 x=50f0],large[2700 x=50f0],02,f4,5e,4770,1
1343,large[2700 x=4ef0],large[2700 x=4ef0],02,f4,5e,4570,1
1344,large[2700 x=4cf0],large[2700 x=4cf0],02,f4,5e,4370,1
1345,large[2700 x=4af0],large[2700 x=4af0],02,f4,5e,4170,1
1346,large[2700 x=48f0],large[2700 x=48f0],02,f4,5e,3f70,1
1347,large[2700 x=46f0],large[2700 x=46f0],02,f4,5e,3d70,1
1348,large[2700 x=44f0],large[2700 x=44f0],02,f4,5e,3b70,1
1349,large[2700 x=42f0],large[2700 x=42f0],02,f4,5e,3970,1
1350,large[2700 x=40f0],large[2700 x=40f0],02,f4,5e,3770,1
1351,large[2700 x=3ef0],large[2700 x=3ef0],02,f4,5e,3570,1
1352,large[2700 x=3cf0],large[2700 x=3cf0],02,f4,5e,3370,1
1353,large[2700 x=3af0],large[2700 x=3af0],02,f4,5e,3170,1
1354,large[2700 x=38f0],large[2700 x=38f0],02,f4,5e,2f70,1
1355,large[2700 x=36f0],large[2700 x=36f0],02,f4,5e,2d70,1
1356,large[2700 x=34f0],large[2700 x=34f0],02,f4,5e,2b70,1
1357,large[2700 x=32f0],large[2700 x=32f0],02,f4,5e,2970,1
1358,large[2700 x=30f0],large[2700 x=30f0],02,f4,5e,2770,1
1359,large[2700 x=2ef0],large[2700 x=2ef0],02,f4,5e,2570,1
1360,large[2700 x=2cf0],large[2700 x=2cf0],02,f4,5e,2370,1
1361,large[2700 x=2af0],large[2700 x=2af0],02,f4,5e,2170,1
1362,large[2700 x=28f0],large[2700 x=28f0],02,f4,5e,1f70,1
1363,large[2700 x=26f0],large[2700 x=26f0],02,f4,5e,1d70,1
1364,large[2700 x=24f0],large[2700 x=24f0],02,f4,5e,1b70,1
1365,large[2700 x=22f0],large[2700 x=22f0],02,f4,5e,1970,1
1366,large[2700 x=20f0],large[2700 x=20f0],02,f4,5e,1770,1
1367,large[2700 x=1ef0],large[2700 x=1ef0],02,f4,5e,1570,1
1368,large[2700 x=1cf0],large[2700 x=1cf0],02,f4,5e,1370,1
1369,large[2700 x=1af0],large[2700 x=1af0],02,f4,5e,1170,1
1370,large[2700 x=18f0],large[2700 x=18f0],02,f4,5e,0f70,1
1371,large[2700 x=16f0],large[2700 x=16f0],02,f4,5e,0d70,1
1372,large[2700 x=14f0],large[2700 x=14f0],02,f4,5e,0b70,1
1373,large[2700 x=12f0],large[2700 x=12f0],02,f4,5e,0970,1
1374,large[2700 x=10f0],large[2700 x=10f0],02,f4,5e,0770,1
1375,large[2700 x=0ef0],large[2700 x=0ef0],02,f4,5e,0570,1
1376,large[2700 x=0cf0],large[2700 x=0cf0],02,f4,5e,0370,1
1377,large[2700 x=0af0],large[2700 x=0af0],02,f4,5e,0170,1
1378,large[2700 x=08f0] small[2760 x=fd80],large[2700 x=08f0] small[2760 x=fd80],03,9a,5e,9a00,1
1379,large[2700 x=06f0] small[2760 x=fb80],large[2700 x=06f0] small[2760 x=fb80],03,9a,5e,9800,1
1380,large[2700 x=04f0] small[2760 x=f980],large[2700 x=04f0] small[2760 x=f980],03,9a,5e,9600,1
1381,large[2700 x=02f0] small[2760 x=f780],large[2700 x=02f0] small[2760 x=f780],03,9a,5e,9400,1
1382,large[2700 x=00f0] small[2760 x=f580],large[2700 x=00f0] small[2760 x=f580],03,9a,5e,9200,1
1383,small[2760 x=f380],small[2760 x=f380],03,9a,5e,9000,1
1384,small[2760 x=f180],small[2760 x=f180],03,9a,5e,8e00,1
1385,small[2760 x=ef80],small[2760 x=ef80],03,9a,5e,8c00,1
1386,small[2760 x=ed80],small[2760 x=ed80],03,9a,5e,8a00,1
1387,small[2760 x=eb80],small[2760 x=eb80],03,9a,5e,8800,1
1388,small[2760 x=e980],small[2760 x=e980],03,9a,5e,8600,1
1389,small[2760 x=e780],small[2760 x=e780],03,9a,5e,8400,1
1390,small[2760 x=e580],small[2760 x=e580],03,9a,5e,8200,1
1391,small[2760 x=e380],small[2760 x=e380],03,9a,5e,8000,1
1392,small[2760 x=e180],small[2760 x=e180],03,9a,5e,7e00,1
1393,small[2760 x=df80],small[2760 x=df80],03,9a,5e,7c00,1
1394,small[2760 x=dd80],small[2760 x=dd80],03,9a,5e,7a00,1
1395,small[2760 x=db80],small[2760 x=db80],03,9a,5e,7800,1
1396,small[2760 x=d980],small[2760 x=d980],03,9a,5e,7600,1
1397,small[2760 x=d780],small[2760 x=d780],03,9a,5e,7400,1
1398,small[2760 x=d580],small[2760 x=d580],03,9a,5e,7200,1
1399,small[2760 x=d380],small[2760 x=d380],03,9a,5e,7000,1
1400,small[2760 x=d180],small[2760 x=d180],03,9a,5e,6e00,1
1401,small[2760 x=cf80],small[2760 x=cf80],03,9a,5e,6c00,1
1402,small[2760 x=cd80],small[2760 x=cd80],03,9a,5e,6a00,1
1403,small[2760 x=cb80],small[2760 x=cb80],03,9a,5e,6800,1
1404,small[2760 x=c980],small[2760 x=c980],03,9a,5e,6600,1
1405,small[2760 x=c780],small[2760 x=c780],03,9a,5e,6400,1
1406,small[2760 x=c580],small[2760 x=c580],03,9a,5e,6200,1
1407,small[2760 x=c380],small[2760 x=c380],03,9a,5e,6000,1
1408,small[2760 x=c180],small[2760 x=c180],03,9a,5e,5e00,1
1409,small[2760 x=bf80],small[2760 x=bf80],03,9a,5e,5c00,1
1410,small[2760 x=bd80],small[2760 x=bd80],03,9a,5e,5a00,1
1411,small[2760 x=bb80],small[2760 x=bb80],03,9a,5e,5800,1
1412,small[2760 x=b980],small[2760 x=b980],03,9a,5e,5600,1
1413,small[2760 x=b780],small[2760 x=b780],03,9a,5e,5400,1
1414,small[2760 x=b580],small[2760 x=b580],03,9a,5e,5200,1
1415,small[2760 x=b380],small[2760 x=b380],03,9a,5e,5000,1
1416,small[2760 x=b180],small[2760 x=b180],03,9a,5e,4e00,1
1417,small[2760 x=af80],small[2760 x=af80],03,9a,5e,4c00,1
1418,small[2760 x=ad80],small[2760 x=ad80],03,9a,5e,4a00,1
1419,small[2760 x=ab80],small[2760 x=ab80],03,9a,5e,4800,1
1420,small[2760 x=a980],small[2760 x=a980],03,9a,5e,4600,1
1421,small[2760 x=a780],small[2760 x=a780],03,9a,5e,4400,1
1422,small[2760 x=a580],small[2760 x=a580],03,9a,5e,4200,1
1423,small[2760 x=a380],small[2760 x=a380],03,9a,5e,4000,1
1424,small[2760 x=a180],small[2760 x=a180],03,9a,5e,3e00,1
1425,small[2760 x=9f80],small[2760 x=9f80],03,9a,5e,3c00,1
1426,small[2760 x=9d80],small[2760 x=9d80],03,9a,5e,3a00,1
1427,small[2760 x=9b80],small[2760 x=9b80],03,9a,5e,3800,1
1428,small[2760 x=9980],small[2760 x=9980],03,9a,5e,3600,1
1429,small[2760 x=9780],small[2760 x=9780],03,9a,5e,3400,1
1430,small[2760 x=9580],small[2760 x=9580],03,9a,5e,3200,1
1431,small[2760 x=9380],small[2760 x=9380],03,9a,5e,3000,1
1432,small[2760 x=9180],small[2760 x=9180],03,9a,5e,2e00,1
1433,small[2760 x=8f80],small[2760 x=8f80],03,9a,5e,2c00,1
1434,small[2760 x=8d80],small[2760 x=8d80],03,9a,5e,2a00,1
1435,small[2760 x=8b80],small[2760 x=8b80],03,9a,5e,2800,1
1436,small[2760 x=8980],small[2760 x=8980],03,9a,5e,2600,1
1437,small[2760 x=8780],small[2760 x=8780],03,9a,5e,2400,1
1438,small[2760 x=8580],small[2760 x=8580],03,9a,5e,2200,1
1439,small[2760 x=8380],small[2760 x=8380],03,9a,5e,2000,1
1440,small[2760 x=8180],small[2760 x=8180],03,9a,5e,1e00,1
1441,small[2760 x=7f80],small[2760 x=7f80],03,9a,5e,1c00,1
1442,small[2760 x=7d80],small[2760 x=7d80],03,9a,5e,1a00,1
1443,small[2760 x=7b80],small[2760 x=7b80],03,9a,5e,1800,1
1444,small[2760 x=7980],small[2760 x=7980],03,9a,5e,1600,1
1445,small[2760 x=7780],small[2760 x=7780],03,9a,5e,1400,1
1446,small[2760 x=7580],small[2760 x=7580],03,9a,5e,1200,1
1447,small[2760 x=7380],small[2760 x=7380],03,9a,5e,1000,1
1448,small[2760 x=7180],small[2760 x=7180],03,9a,5e,0e00,1
1449,small[2760 x=6f80],small[2760 x=6f80],03,9a,5e,0c00,1
1450,small[2760 x=6d80],small[2760 x=6d80],03,9a,5e,0a00,1
1451,small[2760 x=6b80],small[2760 x=6b80],03,9a,5e,0800,1
1452,small[2760 x=6980],small[2760 x=6980],03,9a,5e,0600,1
1453,small[2760 x=6780],small[2760 x=6780],03,9a,5e,0400,1
1454,small[2760 x=6580],small[2760 x=6580],03,9a,5e,0200,1
1455,small[2760 x=6380],small[2760 x=6380],03,9a,5e,0000,1
1456,extra-charlie[26d0 x=fd80] small[2760 x=6180],extra-charlie[26d0 x=fd80] small[2760 x=6180],04,ec,5e,ec00,1
1457,extra-charlie[26d0 x=fb80] small[2760 x=5f80],extra-charlie[26d0 x=fb80] small[2760 x=5f80],04,ec,5e,ea00,1
1458,extra-charlie[26d0 x=f980] small[2760 x=5d80],extra-charlie[26d0 x=f980] small[2760 x=5d80],04,ec,5e,e800,1
1459,extra-charlie[26d0 x=f780] small[2760 x=5b80],extra-charlie[26d0 x=f780] small[2760 x=5b80],04,ec,5e,e600,1
1460,extra-charlie[26d0 x=f580] small[2760 x=5980],extra-charlie[26d0 x=f580] small[2760 x=5980],04,ec,5e,e400,1
1461,extra-charlie[26d0 x=f380] small[2760 x=5780],extra-charlie[26d0 x=f380] small[2760 x=5780],04,ec,5e,e200,1
1462,extra-charlie[26d0 x=f180] small[2760 x=5580],extra-charlie[26d0 x=f180] small[2760 x=5580],04,ec,5e,e000,1
1463,extra-charlie[26d0 x=ef80] small[2760 x=5380],extra-charlie[26d0 x=ef80] small[2760 x=5380],04,ec,5e,de00,1
1464,extra-charlie[26d0 x=ed80] small[2760 x=5180],extra-charlie[26d0 x=ed80] small[2760 x=5180],04,ec,5e,dc00,1
1465,extra-charlie[26d0 x=eb80] small[2760 x=4f80],extra-charlie[26d0 x=eb80] small[2760 x=4f80],04,ec,5e,da00,1
1466,extra-charlie[26d0 x=e980] small[2760 x=4d80],extra-charlie[26d0 x=e980] small[2760 x=4d80],04,ec,5e,d800,1
1467,extra-charlie[26d0 x=e780] small[2760 x=4b80],extra-charlie[26d0 x=e780] small[2760 x=4b80],04,ec,5e,d600,1
1468,extra-charlie[26d0 x=e580] small[2760 x=4980],extra-charlie[26d0 x=e580] small[2760 x=4980],04,ec,5e,d400,1
1469,extra-charlie[26d0 x=e380] small[2760 x=4780],extra-charlie[26d0 x=e380] small[2760 x=4780],04,ec,5e,d200,1
1470,extra-charlie[26d0 x=e180] small[2760 x=4580],extra-charlie[26d0 x=e180] small[2760 x=4580],04,ec,5e,d000,1
1471,extra-charlie[26d0 x=df80] small[2760 x=4380],extra-charlie[26d0 x=df80] small[2760 x=4380],04,ec,5e,ce00,1
1472,extra-charlie[26d0 x=dd80] small[2760 x=4180],extra-charlie[26d0 x=dd80] small[2760 x=4180],04,ec,5e,cc00,1
1473,extra-charlie[26d0 x=db80] small[2760 x=3f80],extra-charlie[26d0 x=db80] small[2760 x=3f80],04,ec,5e,ca00,1
1474,extra-charlie[26d0 x=d980] small[2760 x=3d80],extra-charlie[26d0 x=d980] small[2760 x=3d80],04,ec,5e,c800,1
1475,extra-charlie[26d0 x=d780] small[2760 x=3b80],extra-charlie[26d0 x=d780] small[2760 x=3b80],04,ec,5e,c600,1
1476,extra-charlie[26d0 x=d580] small[2760 x=3980],extra-charlie[26d0 x=d580] small[2760 x=3980],04,ec,5e,c400,1
1477,extra-charlie[26d0 x=d380] small[2760 x=3780],extra-charlie[26d0 x=d380] small[2760 x=3780],04,ec,5e,c200,1
1478,extra-charlie[26d0 x=d180] small[2760 x=3580],extra-charlie[26d0 x=d180] small[2760 x=3580],04,ec,5e,c000,1
1479,extra-charlie[26d0 x=cf80] small[2760 x=3380],extra-charlie[26d0 x=cf80] small[2760 x=3380],04,ec,5e,be00,1
1480,extra-charlie[26d0 x=cd80] small[2760 x=3180],extra-charlie[26d0 x=cd80] small[2760 x=3180],04,ec,5e,bc00,1
1481,extra-charlie[26d0 x=cb80] small[2760 x=2f80],extra-charlie[26d0 x=cb80] small[2760 x=2f80],04,ec,5e,ba00,1
1482,extra-charlie[26d0 x=c980] small[2760 x=2d80],extra-charlie[26d0 x=c980] small[2760 x=2d80],04,ec,5e,b800,1
1483,extra-charlie[26d0 x=c780] small[2760 x=2b80],extra-charlie[26d0 x=c780] small[2760 x=2b80],04,ec,5e,b600,1
1484,extra-charlie[26d0 x=c580] small[2760 x=2980],extra-charlie[26d0 x=c580] small[2760 x=2980],04,ec,5e,b400,1
1485,extra-charlie[26d0 x=c380] small[2760 x=2780],extra-charlie[26d0 x=c380] small[2760 x=2780],04,ec,5e,b200,1
1486,extra-charlie[26d0 x=c180] small[2760 x=2580],extra-charlie[26d0 x=c180] small[2760 x=2580],04,ec,5e,b000,1
1487,extra-charlie[26d0 x=bf80] small[2760 x=2380],extra-charlie[26d0 x=bf80] small[2760 x=2380],04,ec,5e,ae00,1
1488,extra-charlie[26d0 x=bd80] small[2760 x=2180],extra-charlie[26d0 x=bd80] small[2760 x=2180],04,ec,5e,ac00,1
1489,extra-charlie[26d0 x=bb80] small[2760 x=1f80],extra-charlie[26d0 x=bb80] small[2760 x=1f80],04,ec,5e,aa00,1
1490,extra-charlie[26d0 x=b980] small[2760 x=1d80],extra-charlie[26d0 x=b980] small[2760 x=1d80],04,ec,5e,a800,1
1491,extra-charlie[26d0 x=b780] small[2760 x=1b80],extra-charlie[26d0 x=b780] small[2760 x=1b80],04,ec,5e,a600,1
1492,extra-charlie[26d0 x=b580] small[2760 x=1980],extra-charlie[26d0 x=b580] small[2760 x=1980],04,ec,5e,a400,1
1493,extra-charlie[26d0 x=b380] small[2760 x=1780],extra-charlie[26d0 x=b380] small[2760 x=1780],04,ec,5e,a200,1
1494,extra-charlie[26d0 x=b180] small[2760 x=1580],extra-charlie[26d0 x=b180] small[2760 x=1580],04,ec,5e,a000,1
1495,extra-charlie[26d0 x=af80] small[2760 x=1380],extra-charlie[26d0 x=af80] small[2760 x=1380],04,ec,5e,9e00,1
1496,extra-charlie[26d0 x=ad80] small[2760 x=1180],extra-charlie[26d0 x=ad80] small[2760 x=1180],04,ec,5e,9c00,1
1497,extra-charlie[26d0 x=ab80] small[2760 x=0f80],extra-charlie[26d0 x=ab80] small[2760 x=0f80],04,ec,5e,9a00,1
1498,extra-charlie[26d0 x=a980] small[2760 x=0d80],extra-charlie[26d0 x=a980] small[2760 x=0d80],04,ec,5e,9800,1
1499,extra-charlie[26d0 x=a780] small[2760 x=0b80],extra-charlie[26d0 x=a780] small[2760 x=0b80],04,ec,5e,9600,1
1500,extra-charlie[26d0 x=a580] small[2760 x=0980],extra-charlie[26d0 x=a580] small[2760 x=0980],04,ec,5e,9400,1
1501,extra-charlie[26d0 x=a380] small[2760 x=0780],extra-charlie[26d0 x=a380] small[2760 x=0780],04,ec,5e,9200,1
1502,extra-charlie[26d0 x=a180] small[2760 x=0580],extra-charlie[26d0 x=a180] small[2760 x=0580],04,ec,5e,9000,1
1503,extra-charlie[26d0 x=9f80] small[2760 x=0380],extra-charlie[26d0 x=9f80] small[2760 x=0380],04,ec,5e,8e00,1
1504,extra-charlie[26d0 x=9d80] small[2760 x=0180],extra-charlie[26d0 x=9d80] small[2760 x=0180],04,ec,5e,8c00,1
1505,extra-charlie[26d0 x=9b80],extra-charlie[26d0 x=9b80],04,ec,5e,8a00,1
1506,extra-charlie[26d0 x=9980],extra-charlie[26d0 x=9980],04,ec,5e,8800,1
1507,extra-charlie[26d0 x=9780],extra-charlie[26d0 x=9780],04,ec,5e,8600,1
1508,extra-charlie[26d0 x=9580],extra-charlie[26d0 x=9580],04,ec,5e,8400,1
1509,extra-charlie[26d0 x=9380],extra-charlie[26d0 x=9380],04,ec,5e,8200,1
1510,extra-charlie[26d0 x=9180],extra-charlie[26d0 x=9180],04,ec,5e,8000,1
1511,extra-charlie[26d0 x=8f80],extra-charlie[26d0 x=8f80],04,ec,5e,7e00,1
1512,extra-charlie[26d0 x=8d80],extra-charlie[26d0 x=8d80],04,ec,5e,7c00,1
1513,extra-charlie[26d0 x=8b80],extra-charlie[26d0 x=8b80],04,ec,5e,7a00,1
1514,extra-charlie[26d0 x=8980],extra-charlie[26d0 x=8980],04,ec,5e,7800,1
1515,extra-charlie[26d0 x=8780],extra-charlie[26d0 x=8780],04,ec,5e,7600,1
1516,extra-charlie[26d0 x=8580],extra-charlie[26d0 x=8580],04,ec,5e,7400,1
1517,extra-charlie[26d0 x=8380],extra-charlie[26d0 x=8380],04,ec,5e,7200,1
1518,extra-charlie[26d0 x=8180],extra-charlie[26d0 x=8180],04,ec,5e,7000,1
1519,extra-charlie[26d0 x=7f80],extra-charlie[26d0 x=7f80],04,ec,5e,6e00,1
1520,extra-charlie[26d0 x=7d80],extra-charlie[26d0 x=7d80],04,ec,5e,6c00,1
1521,extra-charlie[26d0 x=7b80],extra-charlie[26d0 x=7b80],04,ec,5e,6a00,1
1522,extra-charlie[26d0 x=7980],extra-charlie[26d0 x=7980],04,ec,5e,6800,1
1523,extra-charlie[26d0 x=7780],extra-charlie[26d0 x=7780],04,ec,5e,6600,1
1524,extra-charlie[26d0 x=7580],extra-charlie[26d0 x=7580],04,ec,5e,6400,1
1525,extra-charlie[26d0 x=7380],extra-charlie[26d0 x=7380],04,ec,5e,6200,1
1526,extra-charlie[26d0 x=7180],extra-charlie[26d0 x=7180],04,ec,5e,6000,1
1527,extra-charlie[26d0 x=6f80],extra-charlie[26d0 x=6f80],04,ec,5e,5e00,1
1528,extra-charlie[26d0 x=6d80],extra-charlie[26d0 x=6d80],04,ec,5e,5c00,1
1529,extra-charlie[26d0 x=6b80],extra-charlie[26d0 x=6b80],04,ec,5e,5a00,1
1530,extra-charlie[26d0 x=6980],extra-charlie[26d0 x=6980],04,ec,5e,5800,1
1531,extra-charlie[26d0 x=6780],extra-charlie[26d0 x=6780],04,ec,5e,5600,1
1532,extra-charlie[26d0 x=6580],extra-charlie[26d0 x=6580],04,ec,5e,5400,1
1533,extra-charlie[26d0 x=6380],extra-charlie[26d0 x=6380],04,ec,5e,5200,1
1534,extra-charlie[26d0 x=6180],extra-charlie[26d0 x=6180],04,ec,5e,5000,1
1535,extra-charlie[26d0 x=5f80],extra-charlie[26d0 x=5f80],04,ec,5e,4e00,1
1536,extra-charlie[26d0 x=5d80],extra-charlie[26d0 x=5d80],04,ec,5e,4c00,1
1537,extra-charlie[26d0 x=5b80],extra-charlie[26d0 x=5b80],04,ec,5e,4a00,1
1538,extra-charlie[26d0 x=5980],extra-charlie[26d0 x=5980],04,ec,5e,4800,1
1539,extra-charlie[26d0 x=5780],extra-charlie[26d0 x=5780],04,ec,5e,4600,1
1540,extra-charlie[26d0 x=5580],extra-charlie[26d0 x=5580],04,ec,5e,4400,1
1541,extra-charlie[26d0 x=5380],extra-charlie[26d0 x=5380],04,ec,5e,4200,1
1542,extra-charlie[26d0 x=5180],extra-charlie[26d0 x=5180],04,ec,5e,4000,1
1543,extra-charlie[26d0 x=4f80],extra-charlie[26d0 x=4f80],04,ec,5e,3e00,1
1544,extra-charlie[26d0 x=4d80],extra-charlie[26d0 x=4d80],04,ec,5e,3c00,1
1545,extra-charlie[26d0 x=4b80],extra-charlie[26d0 x=4b80],04,ec,5e,3a00,1
1546,extra-charlie[26d0 x=4980],extra-charlie[26d0 x=4980],04,ec,5e,3800,1
1547,extra-charlie[26d0 x=4780],extra-charlie[26d0 x=4780],04,ec,5e,3600,1
1548,extra-charlie[26d0 x=4580],extra-charlie[26d0 x=4580],04,ec,5e,3400,1
1549,extra-charlie[26d0 x=4380],extra-charlie[26d0 x=4380],04,ec,5e,3200,1
1550,extra-charlie[26d0 x=4180],extra-charlie[26d0 x=4180],04,ec,5e,3000,1
1551,extra-charlie[26d0 x=3f80],extra-charlie[26d0 x=3f80],04,ec,5e,2e00,1
1552,extra-charlie[26d0 x=3d80],extra-charlie[26d0 x=3d80],04,ec,5e,2c00,1
1553,extra-charlie[26d0 x=3b80],extra-charlie[26d0 x=3b80],04,ec,5e,2a00,1
1554,extra-charlie[26d0 x=3980],extra-charlie[26d0 x=3980],04,ec,5e,2800,1
1555,extra-charlie[26d0 x=3780],extra-charlie[26d0 x=3780],04,ec,5e,2600,1
1556,extra-charlie[26d0 x=3580],extra-charlie[26d0 x=3580],04,ec,5e,2400,1
1557,extra-charlie[26d0 x=3380],extra-charlie[26d0 x=3380],04,ec,5e,2200,1
1558,extra-charlie[26d0 x=3180],extra-charlie[26d0 x=3180],04,ec,5e,2000,1
1559,extra-charlie[26d0 x=2f80],extra-charlie[26d0 x=2f80],04,ec,5e,1e00,1
1560,extra-charlie[26d0 x=2d80],extra-charlie[26d0 x=2d80],04,ec,5e,1c00,1
1561,extra-charlie[26d0 x=2b80],extra-charlie[26d0 x=2b80],04,ec,5e,1a00,1
1562,extra-charlie[26d0 x=2980],extra-charlie[26d0 x=2980],04,ec,5e,1800,1
1563,extra-charlie[26d0 x=2780],extra-charlie[26d0 x=2780],04,ec,5e,1600,1
1564,extra-charlie[26d0 x=2580],extra-charlie[26d0 x=2580],04,ec,5e,1400,1
1565,extra-charlie[26d0 x=2380],extra-charlie[26d0 x=2380],04,ec,5e,1200,1
1566,extra-charlie[26d0 x=2180],extra-charlie[26d0 x=2180],04,ec,5e,1000,1
1567,extra-charlie[26d0 x=1f80],extra-charlie[26d0 x=1f80],04,ec,5e,0e00,1
1568,extra-charlie[26d0 x=1d80],extra-charlie[26d0 x=1d80],04,ec,5e,0c00,1
1569,extra-charlie[26d0 x=1b80],extra-charlie[26d0 x=1b80],04,ec,5e,0a00,1
1570,extra-charlie[26d0 x=1980],extra-charlie[26d0 x=1980],04,ec,5e,0800,1
1571,extra-charlie[26d0 x=1780],extra-charlie[26d0 x=1780],04,ec,5e,0600,1
1572,extra-charlie[26d0 x=1580],extra-charlie[26d0 x=1580],04,ec,5e,0400,1
1573,extra-charlie[26d0 x=1380],extra-charlie[26d0 x=1380],04,ec,5e,0200,1
1574,extra-charlie[26d0 x=1180],extra-charlie[26d0 x=1180],04,ec,5e,0000,1
1575,extra-charlie[26d0 x=0f80] large[2700 x=fd80],extra-charlie[26d0 x=0f80] large[2700 x=fd80],05,dc,5e,dc00,1
1576,extra-charlie[26d0 x=0d80] large[2700 x=fb80],extra-charlie[26d0 x=0d80] large[2700 x=fb80],05,dc,5e,da00,1
1577,extra-charlie[26d0 x=0b80] large[2700 x=f980],extra-charlie[26d0 x=0b80] large[2700 x=f980],05,dc,5e,d800,1
1578,extra-charlie[26d0 x=0980] large[2700 x=f780],extra-charlie[26d0 x=0980] large[2700 x=f780],05,dc,5e,d600,1
1579,extra-charlie[26d0 x=0780] large[2700 x=f580],extra-charlie[26d0 x=0780] large[2700 x=f580],05,dc,5e,d400,1
1580,extra-charlie[26d0 x=0580] large[2700 x=f380],extra-charlie[26d0 x=0580] large[2700 x=f380],05,dc,5e,d200,1
1581,extra-charlie[26d0 x=0380] large[2700 x=f180],extra-charlie[26d0 x=0380] large[2700 x=f180],05,dc,5e,d000,1
1582,extra-charlie[26d0 x=0180] large[2700 x=ef80],extra-charlie[26d0 x=0180] large[2700 x=ef80],05,dc,5e,ce00,1
1583,large[2700 x=ed80],large[2700 x=ed80],05,dc,5e,cc00,1
1584,large[2700 x=eb80],large[2700 x=eb80],05,dc,5e,ca00,1
1585,large[2700 x=e980],large[2700 x=e980],05,dc,5e,c800,1
1586,large[2700 x=e780],large[2700 x=e780],05,dc,5e,c600,1
1587,large[2700 x=e580],large[2700 x=e580],05,dc,5e,c400,1
1588,large[2700 x=e380],large[2700 x=e380],05,dc,5e,c200,1
1589,large[2700 x=e180],large[2700 x=e180],05,dc,5e,c000,1
1590,large[2700 x=df80],large[2700 x=df80],05,dc,5e,be00,1
1591,large[2700 x=dd80],large[2700 x=dd80],05,dc,5e,bc00,1
1592,large[2700 x=db80],large[2700 x=db80],05,dc,5e,ba00,1
1593,large[2700 x=d980],large[2700 x=d980],05,dc,5e,b800,1
1594,large[2700 x=d780],large[2700 x=d780],05,dc,5e,b600,1
